ID;Genre;Senior;Enfants;Anciennete;Multi-lignes;Service Internet;Autres Services;Partenaire;Contrat;Facturation electronique;Mode de paiement;charges mensuelles;Charges totales;Desabonnement
3484;Femme;0;Non;18;Non;Fibre optique;Oui;Non;Mensuel;Non;Cheque electronique;77,8;1358,6;Non
3485;Femme;1;Non;38;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;83,45;3147,15;Non
3486;Homme;0;Non;2;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;73,25;131,05;Oui
3487;Homme;0;Non;47;Oui;Fibre optique;Oui;Non;Annuel;Non;Virement bancaire;94,8;4535,85;Non
3488;Femme;0;Oui;52;Non;Non;Oui;Oui;Bisannuel;Non;Virement bancaire;20,1;1078,75;Non
3489;Homme;0;Non;9;Oui;DSL;Oui;Non;Mensuel;Non;Cheque papier;59,9;542,4;Non
3490;Femme;0;Non;26;Oui;DSL;Oui;Oui;Annuel;Oui;Carte bancaire;90,1;2312,55;Non
3491;Homme;0;Oui;8;Non;DSL;Oui;Oui;Mensuel;Oui;Cheque electronique;51,05;415,05;Oui
3493;Femme;0;Non;3;Non;DSL;Non;Non;Mensuel;Non;Cheque papier;29,2;98,5;Non
3495;Femme;0;Oui;9;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;85,35;754,65;Oui
3496;Homme;1;Non;1;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;75,35;75,35;Oui
3497;Homme;0;Non;25;Non;Fibre optique;Oui;Non;Mensuel;Non;Virement bancaire;74,3;1952,25;Non
3498;Femme;1;Non;2;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;69,3;153,8;Non
3499;Homme;0;Non;43;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;75,2;3198,6;Oui
3500;Femme;0;Non;1;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;20,9;20,9;Oui
3501;Femme;0;Non;58;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Cheque electronique;94,3;5610,15;Non
3502;Femme;0;Oui;59;Oui;DSL;Oui;Oui;Bisannuel;Oui;Cheque papier;76,45;4519,5;Non
3503;Homme;0;Non;44;Non;DSL;Non;Non;Annuel;Oui;Cheque electronique;54;2440,25;Non
3505;Homme;0;Oui;68;Non;Non;Oui;Oui;Bisannuel;Non;Virement bancaire;19,95;1377,7;Non
3506;Homme;0;Non;9;Non;DSL;Non;Non;Mensuel;Oui;Cheque electronique;24,95;190,25;Non
3507;Homme;0;Non;19;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;84,75;1651,95;Non
3508;Homme;0;Non;4;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;19,75;78,3;Non
3510;Homme;0;Non;1;Non;DSL;Oui;Non;Mensuel;Oui;Cheque papier;44,9;44,9;Non
3511;Femme;0;Non;8;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;75,25;576,7;Non
3512;Homme;0;Non;53;Oui;Non;Oui;Non;Bisannuel;Non;Cheque papier;24,6;1279;Non
3513;Homme;1;Non;51;Oui;Non;Oui;Non;Annuel;Non;Virement bancaire;25;1260,7;Non
3514;Homme;0;Oui;11;Non;Non;Oui;Oui;Mensuel;Non;Virement bancaire;20,95;267,35;Non
3515;Homme;0;Oui;60;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Cheque electronique;110,6;6586,85;Non
3516;Homme;0;Non;17;Non;DSL;Oui;Non;Mensuel;Oui;Carte bancaire;55,5;934,15;Non
3517;Homme;0;Non;3;Non;DSL;Oui;Non;Mensuel;Oui;Cheque electronique;43,3;123,65;Oui
3518;Homme;0;Non;70;Non;Fibre optique;Oui;Oui;Annuel;Oui;Virement bancaire;109,5;7534,65;Oui
3519;Homme;0;Non;1;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;19,45;19,45;Non
3520;Homme;1;Non;43;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;84,85;3645,6;Non
3521;Femme;0;Non;16;Non;Non;Oui;Oui;Mensuel;Non;Cheque papier;19,6;314,45;Non
3522;Femme;0;Oui;57;Non;DSL;Oui;Oui;Annuel;Non;Cheque electronique;53,45;3053;Non
3523;Homme;0;Oui;37;Non;Non;Oui;Oui;Annuel;Non;Carte bancaire;19,8;677,05;Non
3525;Femme;1;Non;11;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;84,8;906,85;Oui
3526;Femme;1;Non;50;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;95,05;4888,7;Oui
3528;Homme;0;Non;1;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;74,6;74,6;Oui
3529;Homme;0;Non;16;Non;Non;Oui;Non;Mensuel;Oui;Cheque papier;19,7;342,4;Oui
3531;Femme;0;Non;17;Oui;DSL;Oui;Non;Mensuel;Oui;Cheque papier;69;1108;Non
3532;Femme;0;Non;16;Non;Non;Oui;Non;Annuel;Non;Carte bancaire;19,35;295,55;Non
3533;Femme;0;Non;15;Non;DSL;Oui;Non;Mensuel;Oui;Cheque electronique;59,45;892,65;Oui
3534;Femme;0;Non;10;Non;Non;Oui;Non;Annuel;Oui;Cheque papier;19,8;198,25;Non
3535;Femme;0;Oui;46;Non;Fibre optique;Oui;Non;Annuel;Oui;Virement bancaire;105,2;4822,85;Oui
3536;Homme;0;Oui;64;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Carte bancaire;109,2;6741,15;Non
3537;Femme;0;Non;1;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque papier;79,15;79,15;Non
3538;Homme;0;Oui;25;Non;DSL;Oui;Oui;Annuel;Non;Cheque papier;53,65;1355,45;Non
3539;Homme;0;Oui;71;Non;Fibre optique;Oui;Oui;Bisannuel;Non;Carte bancaire;100,2;7209;Non
3540;Homme;0;Non;8;Non;DSL;Oui;Non;Mensuel;Oui;Cheque papier;45,15;438,4;Oui
3541;Femme;0;Oui;72;Non;Fibre optique;Oui;Oui;Bisannuel;Oui;Virement bancaire;108,65;7726,35;Non
3542;Femme;0;Non;49;Non;DSL;Non;Oui;Mensuel;Non;Virement bancaire;40,65;2070,75;Non
3543;Homme;0;Oui;29;Non;DSL;Non;Oui;Annuel;Oui;Carte bancaire;55,35;1636,95;Non
3544;Homme;0;Non;72;Oui;Fibre optique;Oui;Oui;Bisannuel;Non;Virement bancaire;105,6;7581,5;Non
3545;Homme;0;Non;31;Oui;Fibre optique;Oui;Oui;Mensuel;Non;Cheque electronique;93,8;3019,5;Oui
3546;Femme;0;Non;50;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;95,7;4729,75;Non
3548;Homme;1;Non;70;Oui;DSL;Oui;Oui;Bisannuel;Non;Carte bancaire;90,05;6333,4;Non
3549;Homme;0;Non;71;Oui;Fibre optique;Oui;Non;Annuel;Non;Carte bancaire;97,65;6687,85;Non
3550;Homme;0;Oui;61;Non;DSL;Oui;Oui;Bisannuel;Oui;Virement bancaire;68,05;4158,25;Non
3551;Homme;0;Non;32;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;96,2;3183,4;Oui
3552;Femme;0;Oui;1;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;79,6;79,6;Oui
3553;Homme;0;Non;68;Oui;Fibre optique;Oui;Non;Bisannuel;Oui;Virement bancaire;102,1;7149,35;Non
3554;Homme;0;Non;62;Oui;Non;Oui;Non;Bisannuel;Non;Virement bancaire;23,4;1429,65;Non
3555;Femme;0;Oui;7;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;71,05;472,65;Non
3556;Homme;0;Non;20;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;85,25;1734,5;Oui
3557;Homme;0;Oui;6;Non;Non;Oui;Oui;Annuel;Non;Cheque papier;19,45;113,5;Non
3559;Homme;0;Oui;28;Oui;Fibre optique;Oui;Oui;Annuel;Non;Virement bancaire;92,2;2568,15;Non
3560;Homme;0;Non;27;Non;Non;Oui;Non;Bisannuel;Non;Carte bancaire;19,85;470;Non
3561;Homme;0;Non;7;Non;DSL;Oui;Non;Mensuel;Non;Cheque papier;43,9;278,4;Non
3562;Homme;0;Non;26;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;80,5;2088,8;Oui
3563;Homme;1;Non;5;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;89,8;502,6;Oui
3564;Homme;1;Non;30;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;90,5;2595,85;Non
3565;Homme;0;Non;63;Oui;Fibre optique;Oui;Non;Annuel;Non;Carte bancaire;90,45;5825,5;Non
3566;Homme;0;Non;1;Non;DSL;Oui;Non;Mensuel;Oui;Cheque electronique;50,75;50,75;Oui
3567;Femme;0;Oui;53;Oui;DSL;Oui;Non;Annuel;Oui;Cheque electronique;84,6;4449,75;Non
3568;Femme;0;Oui;14;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Carte bancaire;89,65;1208,35;Oui
3569;Femme;0;Non;21;Non;Fibre optique;Oui;Non;Mensuel;Oui;Virement bancaire;99,15;1956,4;Non
3570;Homme;0;Non;17;Non;Non;Oui;Non;Annuel;Non;Cheque papier;19,95;310,6;Non
3572;Femme;0;Non;35;Non;DSL;Oui;Non;Mensuel;Oui;Cheque electronique;62,1;2096,1;Non
3573;Femme;1;Non;32;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;79,5;2665;Non
3574;Femme;0;Oui;28;Non;Non;Oui;Oui;Mensuel;Oui;Virement bancaire;19,55;543,8;Non
3575;Femme;0;Non;1;Non;Non;Oui;Non;Mensuel;Oui;Cheque papier;20,35;20,35;Non
3576;Homme;0;Non;59;Non;DSL;Non;Non;Mensuel;Oui;Cheque electronique;51,7;3005,8;Non
3577;Femme;0;Oui;72;Oui;Non;Oui;Oui;Annuel;Oui;Virement bancaire;23,3;1623,15;Non
3579;Femme;0;Non;40;Non;DSL;Oui;Non;Mensuel;Non;Cheque papier;65,1;2586;Non
3580;Homme;0;Oui;40;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;81,2;3292,3;Non
3581;Femme;0;Oui;9;Non;DSL;Oui;Non;Mensuel;Oui;Cheque papier;72,9;651,4;Oui
3582;Homme;0;Oui;63;Non;DSL;Oui;Oui;Bisannuel;Non;Carte bancaire;74,5;4674,55;Non
3583;Femme;0;Non;3;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;80,5;232,35;Non
3584;Homme;0;Oui;40;Non;DSL;Non;Oui;Annuel;Non;Cheque papier;60,3;2448,5;Non
3585;Homme;0;Non;8;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque papier;75;658,1;Non
3586;Homme;1;Non;34;Non;Fibre optique;Oui;Oui;Annuel;Non;Cheque papier;90,15;3128,8;Non
3587;Homme;0;Non;5;Non;DSL;Non;Non;Mensuel;Non;Cheque papier;40;223,45;Oui
3588;Homme;1;Non;9;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;99,45;919,4;Oui
3589;Homme;0;Non;9;Oui;DSL;Oui;Oui;Mensuel;Oui;Carte bancaire;69,05;653,95;Non
3590;Homme;0;Oui;31;Oui;DSL;Oui;Oui;Mensuel;Non;Virement bancaire;59,7;1825,5;Non
3591;Femme;0;Non;50;Non;Non;Oui;Oui;Annuel;Oui;Virement bancaire;19,85;943,1;Non
3592;Femme;0;Non;2;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;86,25;181,65;Oui
3593;Femme;0;Non;1;Non;DSL;Oui;Non;Mensuel;Oui;Cheque electronique;45,65;45,65;Oui
3595;Femme;0;Non;9;Non;DSL;Non;Non;Mensuel;Non;Cheque electronique;40,75;359,4;Non
3596;Femme;1;Non;2;Non;Fibre optique;Oui;Non;Mensuel;Oui;Virement bancaire;70,2;115,95;Oui
3597;Femme;0;Non;3;Non;DSL;Oui;Non;Mensuel;Non;Cheque electronique;55,35;165,2;Oui
3599;Homme;1;Non;1;Non;DSL;Oui;Non;Mensuel;Non;Cheque electronique;46,3;46,3;Non
3600;Femme;0;Oui;45;Oui;DSL;Oui;Oui;Mensuel;Non;Cheque papier;81,3;3541,1;Non
3601;Homme;1;Oui;51;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;84,2;4146,05;Oui
3602;Femme;0;Oui;55;Non;Non;Oui;Oui;Mensuel;Non;Carte bancaire;20;1087,25;Non
3603;Femme;0;Non;38;Oui;DSL;Oui;Non;Mensuel;Oui;Virement bancaire;66,15;2522,4;Non
3604;Homme;0;Non;2;Non;DSL;Oui;Non;Mensuel;Non;Cheque papier;45,85;81;Oui
3605;Homme;0;Oui;38;Non;Non;Oui;Oui;Mensuel;Non;Cheque electronique;19,6;717,3;Non
3606;Homme;0;Non;34;Non;DSL;Oui;Non;Mensuel;Oui;Cheque electronique;49,8;1734,2;Non
3607;Femme;0;Non;70;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Cheque electronique;101,75;7069,3;Non
3608;Femme;0;Non;13;Non;DSL;Oui;Non;Annuel;Non;Cheque papier;55,15;742,9;Non
3609;Homme;0;Non;39;Oui;Fibre optique;Oui;Non;Mensuel;Non;Cheque electronique;75,25;3017,65;Oui
3610;Femme;0;Non;61;Oui;Fibre optique;Oui;Non;Annuel;Oui;Cheque electronique;103,95;6423;Non
3611;Femme;0;Non;12;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Virement bancaire;100,15;1164,3;Oui
3612;Homme;0;Non;41;Non;Fibre optique;Oui;Non;Bisannuel;Oui;Carte bancaire;99,65;4220,35;Non
3615;Homme;0;Non;69;Non;DSL;Non;Oui;Bisannuel;Non;Virement bancaire;60,25;4055,5;Non
3616;Homme;1;Oui;26;Oui;Fibre optique;Oui;Oui;Mensuel;Non;Cheque electronique;105,75;2710,25;Oui
3617;Femme;1;Non;69;Non;Fibre optique;Oui;Oui;Annuel;Non;Carte bancaire;87,3;6055,55;Non
3618;Femme;1;Non;18;Non;DSL;Non;Oui;Mensuel;Oui;Cheque electronique;48,35;810,7;Oui
3619;Homme;0;Oui;47;Oui;DSL;Oui;Oui;Mensuel;Non;Cheque electronique;54,25;2538,2;Non
3620;Femme;0;Oui;72;Non;DSL;Oui;Oui;Bisannuel;Non;Virement bancaire;85,3;6129,2;Non
3621;Homme;1;Non;33;Non;DSL;Non;Oui;Mensuel;Oui;Cheque electronique;50;1750,85;Non
3622;Femme;0;Oui;2;Non;DSL;Non;Oui;Mensuel;Oui;Cheque papier;24,4;36,55;Oui
3623;Femme;0;Oui;72;Oui;DSL;Oui;Oui;Bisannuel;Non;Carte bancaire;90,95;6652,45;Non
3624;Homme;1;Non;37;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;72,25;2575,45;Non
3625;Femme;1;Oui;62;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Carte bancaire;96,1;6019,35;Non
3627;Homme;0;Oui;23;Non;DSL;Oui;Non;Mensuel;Oui;Virement bancaire;55,3;1284,2;Non
3628;Femme;0;Non;16;Non;Non;Oui;Non;Annuel;Non;Cheque papier;20,1;296,15;Non
3630;Homme;0;Oui;17;Oui;Non;Oui;Oui;Bisannuel;Oui;Cheque papier;25,15;412,6;Non
3631;Femme;0;Non;4;Non;Non;Oui;Non;Mensuel;Non;Virement bancaire;20,95;85,5;Oui
3633;Femme;0;Non;24;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque papier;79,65;1928,7;Non
3634;Femme;1;Non;1;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;71,25;71,25;Non
3635;Homme;1;Non;72;Oui;Fibre optique;Oui;Non;Bisannuel;Non;Virement bancaire;113,8;7845,8;Non
3636;Femme;0;Non;72;Oui;Non;Oui;Oui;Bisannuel;Non;Cheque electronique;24,55;1750,7;Non
3637;Femme;0;Oui;11;Non;Non;Oui;Non;Mensuel;Non;Carte bancaire;19,7;216,2;Non
3638;Homme;0;Non;9;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;20,25;178,5;Oui
3640;Femme;1;Non;60;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Carte bancaire;100,5;6029;Non
3641;Homme;1;Non;29;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;95,9;2745,2;Oui
3642;Femme;0;Non;49;Non;DSL;Oui;Non;Bisannuel;Oui;Virement bancaire;74,45;3721,9;Non
3643;Femme;1;Non;30;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;104,1;3121,1;Non
3644;Femme;0;Non;53;Non;Non;Oui;Oui;Annuel;Non;Carte bancaire;19,05;990,45;Non
3645;Homme;0;Oui;39;Oui;Non;Oui;Non;Bisannuel;Non;Cheque papier;25;1004,35;Non
3646;Femme;0;Non;9;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;19,05;157,65;Non
3647;Homme;0;Non;39;Non;Fibre optique;Oui;Non;Annuel;Non;Cheque electronique;81,9;3219,75;Non
3648;Homme;1;Non;8;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;69,7;572,85;Non
3649;Femme;0;Oui;51;Oui;Fibre optique;Oui;Oui;Annuel;Oui;Cheque electronique;90,15;4554,85;Non
3650;Homme;0;Oui;71;Oui;Non;Oui;Oui;Bisannuel;Non;Carte bancaire;25,35;1847,55;Non
3651;Homme;1;Non;71;Oui;Non;Oui;Non;Bisannuel;Oui;Cheque papier;24,65;1766,75;Non
3655;Femme;0;Non;28;Non;Fibre optique;Oui;Oui;Mensuel;Non;Carte bancaire;89,9;2433,5;Non
3656;Femme;0;Non;32;Non;Non;Oui;Oui;Mensuel;Non;Virement bancaire;19,4;641,15;Non
3658;Femme;0;Oui;37;Oui;Non;Oui;Oui;Bisannuel;Oui;Virement bancaire;24,1;861,85;Non
3659;Femme;0;Non;10;Non;DSL;Oui;Non;Mensuel;Non;Cheque electronique;54,25;583;Non
3660;Homme;0;Non;67;Oui;Fibre optique;Oui;Oui;Annuel;Non;Carte bancaire;109,9;7332,4;Non
3661;Homme;0;Non;7;Non;DSL;Non;Non;Annuel;Oui;Carte bancaire;35,5;249,55;Non
3662;Femme;0;Non;51;Non;Fibre optique;Oui;Non;Annuel;Non;Carte bancaire;87,55;4475,9;Non
3663;Femme;0;Non;9;Non;DSL;Oui;Non;Mensuel;Non;Cheque electronique;45,15;416,45;Oui
3664;Femme;0;Non;9;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque papier;88,4;788,6;Non
3665;Homme;0;Non;4;Non;DSL;Oui;Non;Mensuel;Oui;Cheque papier;50,8;202,3;Non
3666;Homme;0;Non;71;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Cheque electronique;99;6994,6;Non
3668;Femme;1;Oui;24;Non;Fibre optique;Oui;Oui;Bisannuel;Oui;Cheque electronique;96,55;2263,45;Non
3670;Homme;0;Non;44;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;111,5;4915,15;Non
3671;Femme;0;Oui;33;Oui;Non;Oui;Oui;Mensuel;Non;Virement bancaire;24,25;838,5;Non
3672;Femme;0;Non;1;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;75,1;75,1;Oui
3673;Femme;0;Non;54;Oui;DSL;Oui;Oui;Annuel;Oui;Carte bancaire;70,15;3715,65;Oui
3675;Femme;0;Non;1;Non;DSL;Oui;Non;Mensuel;Non;Cheque electronique;45,8;45,8;Oui
3676;Femme;0;Non;1;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;20,5;20,5;Non
3677;Homme;0;Non;30;Non;DSL;Oui;Non;Annuel;Non;Cheque electronique;70,4;2044,75;Non
3678;Femme;0;Non;1;Non;DSL;Non;Non;Mensuel;Non;Cheque papier;30,55;30,55;Non
3679;Homme;0;Oui;16;Oui;DSL;Oui;Oui;Mensuel;Non;Cheque electronique;84,9;1398,25;Non
3681;Homme;0;Non;9;Non;DSL;Non;Oui;Mensuel;Non;Cheque papier;40,65;328,95;Oui
3682;Homme;1;Non;46;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;101;4680,05;Oui
3683;Homme;0;Non;1;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;69,1;69,1;Oui
3685;Homme;0;Non;43;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;75,35;3161,4;Non
3686;Homme;0;Non;50;Non;DSL;Non;Oui;Annuel;Oui;Virement bancaire;44,45;2188,45;Non
3687;Femme;0;Non;13;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque papier;75;999,45;Oui
3688;Homme;0;Oui;19;Non;Fibre optique;Oui;Oui;Annuel;Non;Virement bancaire;100;1888,65;Oui
3689;Femme;0;Non;41;Oui;Fibre optique;Oui;Non;Mensuel;Non;Virement bancaire;98,05;3990,6;Non
3691;Femme;0;Non;24;Non;DSL;Non;Non;Mensuel;Oui;Carte bancaire;54,15;1240,25;Oui
3692;Femme;0;Non;40;Oui;DSL;Oui;Oui;Annuel;Non;Virement bancaire;63,9;2635;Non
3694;Femme;0;Non;37;Oui;DSL;Oui;Non;Annuel;Non;Virement bancaire;64,65;2347,85;Non
3697;Femme;0;Non;6;Non;DSL;Oui;Oui;Mensuel;Oui;Cheque electronique;49,15;270,8;Oui
3698;Femme;0;Oui;32;Oui;Fibre optique;Oui;Oui;Mensuel;Non;Cheque electronique;89,6;2901,8;Non
3699;Femme;0;Non;59;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;83,25;4949,1;Non
3700;Femme;0;Non;30;Non;DSL;Oui;Oui;Annuel;Non;Virement bancaire;70,25;2198,9;Non
3701;Homme;0;Oui;20;Non;Non;Oui;Non;Mensuel;Oui;Cheque electronique;19,4;374,5;Oui
3702;Femme;0;Oui;27;Oui;Non;Oui;Oui;Bisannuel;Non;Cheque electronique;24,5;761,95;Non
3703;Femme;1;Non;20;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;79,15;1520,9;Oui
3704;Homme;0;Oui;9;Non;Non;Oui;Non;Annuel;Non;Cheque papier;20,1;190,25;Non
3705;Femme;0;Oui;68;Oui;DSL;Oui;Oui;Annuel;Oui;Carte bancaire;73;5163;Non
3707;Homme;0;Non;26;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque papier;84,3;2281,6;Non
3708;Homme;0;Oui;69;Non;Non;Oui;Oui;Bisannuel;Non;Virement bancaire;19,9;1356,7;Non
3709;Homme;0;Non;11;Non;Non;Oui;Non;Bisannuel;Non;Cheque papier;20,4;231,45;Non
3710;Homme;0;Non;1;Oui;DSL;Oui;Non;Mensuel;Non;Cheque papier;50,75;50,75;Non
3711;Homme;0;Oui;10;Non;Non;Oui;Oui;Annuel;Non;Cheque papier;20,45;242,4;Non
3712;Femme;0;Oui;55;Oui;DSL;Oui;Oui;Annuel;Oui;Virement bancaire;75,75;4264,25;Non
3713;Homme;0;Non;44;Non;DSL;Oui;Non;Annuel;Non;Cheque electronique;65,4;2774,55;Non
3714;Homme;1;Non;46;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;80,4;3605,2;Oui
3715;Homme;0;Oui;69;Non;DSL;Oui;Oui;Bisannuel;Oui;Virement bancaire;59,75;4069,9;Non
3716;Homme;1;Non;11;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;78,5;874,2;Non
3717;Femme;0;Non;11;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;102;1145,35;Oui
3718;Homme;0;Non;29;Non;DSL;Oui;Non;Mensuel;Non;Virement bancaire;48,95;1323,7;Non
3719;Femme;0;Non;57;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;99,65;5497,05;Non
3720;Homme;0;Non;28;Non;Non;Oui;Non;Annuel;Non;Carte bancaire;18,25;534,7;Non
3724;Femme;0;Oui;18;Non;Non;Oui;Oui;Mensuel;Non;Cheque papier;20,45;357;Non
3725;Homme;0;Oui;62;Oui;Non;Oui;Oui;Annuel;Non;Virement bancaire;24,8;1476,25;Non
3726;Femme;0;Non;1;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque papier;70,8;70,8;Oui
3727;Homme;0;Non;16;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;89,05;1448,6;Oui
3728;Femme;0;Non;3;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;96,6;291,9;Oui
3729;Homme;0;Non;67;Oui;DSL;Oui;Non;Annuel;Oui;Virement bancaire;88,8;5903,15;Non
3731;Femme;0;Non;57;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Carte bancaire;104,5;5921,35;Oui
3732;Homme;0;Non;2;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;69,8;146,65;Non
3733;Femme;0;Oui;23;Oui;DSL;Oui;Oui;Bisannuel;Oui;Virement bancaire;77,15;1759,4;Non
3734;Femme;0;Oui;25;Non;DSL;Non;Non;Bisannuel;Non;Virement bancaire;35,05;844,45;Non
3735;Femme;1;Non;72;Oui;Fibre optique;Oui;Non;Bisannuel;Oui;Virement bancaire;108,1;7774,05;Non
3736;Femme;0;Non;2;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;84,05;134,05;Non
3737;Femme;0;Non;8;Non;Non;Oui;Non;Annuel;Oui;Virement bancaire;20,2;140,95;Non
3738;Femme;0;Non;5;Oui;DSL;Oui;Non;Mensuel;Oui;Cheque papier;50,6;249,95;Oui
3740;Homme;0;Non;24;Oui;Non;Oui;Non;Annuel;Non;Cheque electronique;24,6;592,65;Non
3741;Femme;0;Oui;2;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;71,65;135,75;Non
3742;Homme;0;Oui;72;Oui;Fibre optique;Oui;Oui;Bisannuel;Oui;Carte bancaire;104,9;7732,65;Non
3743;Femme;0;Non;41;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;106,5;4282,4;Non
3744;Homme;0;Oui;4;Non;DSL;Oui;Non;Mensuel;Non;Cheque electronique;49,35;219,65;Oui
3745;Homme;0;Non;26;Non;Fibre optique;Oui;Non;Annuel;Non;Virement bancaire;75,5;2018,1;Non
3746;Homme;0;Non;7;Non;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;94,25;669;Oui
3747;Femme;0;Non;1;Non;Fibre optique;Oui;Oui;Mensuel;Oui;Cheque electronique;68,95;68,95;Oui
3749;Homme;0;Non;48;Non;DSL;Oui;Non;Bisannuel;Non;Carte bancaire;78,9;3771,5;Non
3750;Homme;1;Non;2;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;93,85;196,75;Oui
3751;Femme;1;Non;12;Non;DSL;Oui;Oui;Annuel;Oui;Cheque electronique;79,2;943,85;Non
3752;Homme;0;Non;60;Oui;Fibre optique;Oui;Oui;Mensuel;Oui;Virement bancaire;109,45;6572,85;Non
3755;Homme;0;Non;1;Non;Non;Oui;Non;Mensuel;Non;Cheque papier;20,05;20,05;Non
3756;Homme;0;Non;4;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Cheque electronique;76,05;318,9;Oui
3757;Homme;0;Non;1;Non;DSL;Non;Non;Mensuel;Oui;Cheque papier;24,45;24,45;Oui
3758;Femme;0;Non;42;Non;DSL;Oui;Non;Bisannuel;Non;Carte bancaire;66,5;2762,75;Non
3760;Homme;0;Non;7;Oui;Fibre optique;Oui;Non;Mensuel;Oui;Carte bancaire;89,35;631,85;Oui
